# Uebersetzungsvorlage fuer die Capstone-Dialoge: pro Zeile Lektion, Titel, deutscher Satz.
# Franzoesisch und Polnisch werden im Uebersetzungsdurchgang direkt an die Zeilen in
# src/lib/capstoneDialogues.ts geschrieben (Felder fr/pl); diese Datei wird bei jedem
# Block aus dem Katalogstand neu erzeugt und ist damit immer vollstaendig.
part129	Fünf Minuten noch	Fünf Minuten! Ich föhne mir nur kurz die Haare.
part129	Fünf Minuten noch	Dann hebe ich unterwegs Geld ab. Der Automat an der Ecke geht wieder.
part129	Fünf Minuten noch	Gut. Steht Milch eigentlich schon auf der Liste?
part129	Fünf Minuten noch	Ja, und alle Zutaten für morgen. Ich warte unten.
part130	Der Kreisverkehr	Ich glaube, wir sind falsch. Da vorne ist eine Umleitung.
part130	Der Kreisverkehr	Nein, das passt. Fahr im Kreisverkehr die zweite Ausfahrt.
part130	Der Kreisverkehr	Und dann? An der Kreuzung links abbiegen?
part130	Der Kreisverkehr	Erst an der zweiten Ampel. Das Haus liegt direkt gegenüber der Post.
part130	Der Kreisverkehr	Hoffentlich. Die Straße danach ist nämlich eine Einbahnstraße.
part131	Massives Holz	Schau mal, der Tisch! Ist der aus massivem Holz?
part131	Massives Holz	Ja, und die Stühle sind aus echtem Leder.
part131	Massives Holz	Passt der überhaupt? Das sind bestimmt zwei Meter.
part131	Massives Holz	Knapp. Und die Verpackung ist leider komplett aus Plastik.
part131	Massives Holz	Egal, wir nehmen ihn. Vorsicht beim Tragen, das Holz ist empfindlich.
part133	Die Klassenarbeit	Welche Note hast du in der Klassenarbeit bekommen?
part133	Die Klassenarbeit	Eine Zwei! Dabei ist Mathe echt nicht mein Fach.
part133	Die Klassenarbeit	Eine Zwei ist super. Hat wieder jemand abgeschrieben?
part133	Die Klassenarbeit	Klar, und der Lehrer hat es sofort gemerkt.
part133	Die Klassenarbeit	Selber schuld. Das Zeugnis kommt ja schon nächste Woche.
part137	Verspannt vom Sitzen	Mein Nacken ist total verspannt, und die Schulter tut auch weh.
part137	Verspannt vom Sitzen	Zu viel am Schreibtisch? Beweg mal die Finger — tut da was weh?
part137	Verspannt vom Sitzen	Nein, aber das Handgelenk ist ein bisschen geschwollen.
part137	Verspannt vom Sitzen	Dann leg heute eine Pause ein und kühl das Gelenk.
part137	Verspannt vom Sitzen	Mach ich. Muskelkater in den Waden habe ich auch noch.
part447	Nicht mehr zu ertragen	Hast du den Kommentar gesehen? Das macht mich echt wütend.
part447	Nicht mehr zu ertragen	Ich kann das auch nicht mehr ertragen. Wer hat das gepostet?
part447	Nicht mehr zu ertragen	Keine Ahnung, irgendein neues Konto. Ich dreh gleich durch.
part447	Nicht mehr zu ertragen	Melde es einfach und gut. Das ist meistens so bei denen.
part447	Nicht mehr zu ertragen	Stimmt. Ich freu mich schon drauf, wenn das Konto weg ist.
part448	Der Stellenabbau in den Nachrichten	Hast du die Nachrichten gelesen? Es droht ein weiterer Stellenabbau.
part448	Der Stellenabbau in den Nachrichten	Ja. Für die Region klingt das nach einer echten Bedrohung.
part448	Der Stellenabbau in den Nachrichten	Trifft es auch eure Firma?
part448	Der Stellenabbau in den Nachrichten	Noch nicht. Unser Produkt ist ein typischer Anwendungsfall für die neue Technik.
part448	Der Stellenabbau in den Nachrichten	Dann hoffen wir, dass das so bleibt.
part449	Die übersehene Mitteilung	Du hast nicht geantwortet. Hast du meine Nachricht gesehen?
part449	Die übersehene Mitteilung	Erst jetzt! Die Benachrichtigung war irgendwie weg.
part449	Die übersehene Mitteilung	Schon wieder? Bei mir war das auch mal so.
part449	Die übersehene Mitteilung	Ich habe dann den Verlauf im Browser gelöscht, seitdem geht es.
part449	Die übersehene Mitteilung	Gut. Ohne Premium-Abo bleibt eben manches komisch.
part450	Die Sammlung fürs Geschenk	Wir sammeln Geld für ein Geschenk. Bist du dabei?
part450	Die Sammlung fürs Geschenk	Klar. Für die Kollegin aus Schweden, oder?
part450	Die Sammlung fürs Geschenk	Genau, sie geht zurück nach Schweden zu ihrer alten Firma.
part450	Die Sammlung fürs Geschenk	Schade. Ich hab ihr versprochen, dass wir sie besuchen.
part450	Die Sammlung fürs Geschenk	Dann halte das Versprechen. Schweden im Sommer soll wunderschön sein.
part451	Kommst du kurz raus?	Kommst du kurz raus? Du musst dir das ansehen.
part451	Kommst du kurz raus?	Was denn? Ich hab nichts gehört.
part451	Kommst du kurz raus?	Eben! Die ganze Straße ist leer, alle Autos sind weg.
part451	Kommst du kurz raus?	Das ist doch verrückt. So was hab ich noch nie gesehen.
part451	Kommst du kurz raus?	Morgen wird gebaut, stand auf den Schildern. Wir brauchen einen Parkplatz.
part452	Zurückgetreten	Hast du es gehört? Er ist von seinem Amt zurückgetreten.
part452	Zurückgetreten	Endlich. Das Ergebnis der Prüfung war ja auch enttäuschend.
part452	Zurückgetreten	Und die Angaben im Bericht waren unvollständig.
part452	Zurückgetreten	Kann sein Nachfolger da überhaupt mithalten?
part452	Zurückgetreten	Mal sehen. Das Update zur Sache verzögert sich ja sowieso.
part455	Bestellt und bezahlt	Ich habe die Maschine online bestellt. Ist die noch auf Lager?
part455	Bestellt und bezahlt	Ja, die Lieferung kommt Donnerstag. Der Versand ist kostenlos.
part455	Bestellt und bezahlt	Sehr gut. Kann ich auch in Raten zahlen?
part455	Bestellt und bezahlt	Können Sie, drei oder sechs Monate. Und Sie können jederzeit kündigen.
part455	Bestellt und bezahlt	Perfekt. Ist das Zubehör eigentlich im Preis mit drin?
part456	Kabellos oder nicht	Ist der Lautsprecher eigentlich kabelgebunden oder kabellos?
part456	Kabellos oder nicht	Beides — das Kabel ist abnehmbar. Und der Klang ist überraschend gut.
part456	Kabellos oder nicht	Ist er mit meinem Handy kompatibel?
part456	Kabellos oder nicht	Ja. In den Einstellungen lässt sich sogar die Helligkeit vom Display anpassen.
part456	Kabellos oder nicht	Gut. Dann fehlt mir nur noch das Zubehör dazu.
part605	Der Magnet am Kühlschrank	Warum hält ein Magnet eigentlich am Kühlschrank, aber nicht an der Tür?
part605	Der Magnet am Kühlschrank	Die Tür ist aus Holz. Ein Magnetfeld zieht nur Metall an.
part605	Der Magnet am Kühlschrank	Und warum fällt er nicht einfach runter?
part605	Der Magnet am Kühlschrank	Die Reibung hält ihn oben. Physik im Alltag.
part605	Der Magnet am Kühlschrank	Dann bist du dran mit dem Stromkreis von der Lampe. Erklären, bitte!
part111	Vor dem Kunstwerk	Für moderne Kunst hast du doch nichts übrig — was machst du dann hier?
part111	Vor dem Kunstwerk	Die Ausstellung hat meine Perspektive verändert, ehrlich.
part111	Vor dem Kunstwerk	Welches Werk denn? Zeig mal.
part111	Vor dem Kunstwerk	Das da drüben. Der Künstler hat einen ganz eigenen Stil.
part111	Vor dem Kunstwerk	Hm. Damit kann ich ehrlich gesagt nichts anfangen.
part8	Kurz vor Feierabend	Bist du bald fertig? Wir wollten doch noch einkaufen.
part8	Kurz vor Feierabend	Zehn Minuten noch. Ich muss diese Liste zu Ende schreiben.
part8	Kurz vor Feierabend	Gut, dann mache ich schon mal das Fenster zu und packe die Taschen.
part8	Kurz vor Feierabend	Hast du Kleingeld für den Einkaufswagen?
part8	Kurz vor Feierabend	Nein, aber wir nehmen einfach den Korb. So viel brauchen wir nicht.
part9	Die neue Wohnung zeigen	Komm rein! Die Schuhe kannst du gern anlassen.
part9	Die neue Wohnung zeigen	Schön hell hier. Seit wann wohnst du im dritten Stock?
part9	Die neue Wohnung zeigen	Seit zwei Monaten. Die Küche ist klein, aber sie reicht mir.
part9	Die neue Wohnung zeigen	Und der Balkon! Da bleibe ich im Sommer gleich zum Essen.
part9	Die neue Wohnung zeigen	Gern. Nur der Aufzug ist leider öfter kaputt als er fährt.
part10	Das neue Projekt	Arbeitest du morgen im Büro oder im Homeoffice?
part10	Das neue Projekt	Im Büro. Wir planen das neue Projekt, da will ich dabei sein.
part10	Das neue Projekt	Wer erklärt dem Team eigentlich den Plan?
part10	Das neue Projekt	Die Chefin selbst, am Freitag um neun.
part10	Das neue Projekt	Dann arbeite ich Freitag nur bis zwei und komme danach dazu.
part11	Die Nachricht in der Zeitung	Hast du die Nachricht über das neue Schwimmbad gelesen?
part11	Die Nachricht in der Zeitung	Ja, heute Morgen in der Zeitung. Ich glaube aber nicht, dass das klappt.
part11	Die Nachricht in der Zeitung	Warum nicht? Ich finde die Idee eigentlich gut.
part11	Die Nachricht in der Zeitung	Zu teuer. Und ich glaube, die Stadt hat das Geld nicht.
part11	Die Nachricht in der Zeitung	Da hast du vielleicht recht. Mal sehen, was daraus wird.
part12	Die vergessene Tasche	Entschuldigung, ich habe meine Tasche im Zug vergessen. Wer kann mir helfen?
part12	Die vergessene Tasche	Da sind Sie hier richtig. Welcher Zug war es denn?
part12	Die vergessene Tasche	Der um halb neun aus Hamburg. Die Tasche ist blau, mit meinem Regenschirm drin.
part12	Die vergessene Tasche	Moment ... tatsächlich, die wurde gerade abgegeben. Haben Sie Ihren Pass dabei?
part12	Die vergessene Tasche	Ja, zum Glück war der in meiner Jacke und nicht in der Tasche.
part68	Gleich ins Bett	Ich putz mir noch die Zähne und geh dann ins Bett.
part68	Gleich ins Bett	Schon? Ich wollte noch eine Folge gucken.
part68	Gleich ins Bett	Dann leise, bitte. Und weck mich nicht, wenn du kommst.
part68	Gleich ins Bett	Versprochen. Bist du eigentlich noch sauer wegen vorhin?
part68	Gleich ins Bett	Nein, schon vergessen. Gute Nacht, bis morgen.
part69	Der neue Kollege	Und, wie ist der Neue so?
part69	Der neue Kollege	Ich kann ihn gut leiden. Ehrlich, hilfsbereit, macht seine Arbeit.
part69	Der neue Kollege	Wirklich? Mir gefällt sein Ton nicht besonders.
part69	Der neue Kollege	Das ist nur seine Art. Er meint das nicht böse.
part69	Der neue Kollege	Vielleicht. Sympathisch finde ich trotzdem andere.
part70	Was aus dem Umzug wurde	Du hast letztens erzählt, du willst umziehen. Was ist daraus geworden?
part70	Was aus dem Umzug wurde	Nichts. Der Vermieter hat die Wohnung dann doch anders vergeben.
part70	Was aus dem Umzug wurde	Ach echt? Das hätte ich nicht gedacht. Und wie ging es weiter?
part70	Was aus dem Umzug wurde	Ich suche noch. Aber ehrlich gesagt ohne Eile.
part70	Was aus dem Umzug wurde	Das kenne ich. Bei mir hat die Suche damals ein Jahr gedauert.
part71	Teils, teils	Und, wie fandest du den Vorschlag?
part71	Teils, teils	Naja, teils teils. Da ist schon was dran, aber so einfach ist das nicht.
part71	Teils, teils	Kommt drauf an, wen du fragst, oder?
part71	Teils, teils	Genau. Ich sag ja nicht, dass er unrecht hat. Überzeugt bin ich trotzdem nicht.
part71	Teils, teils	Das kann man so sehen. Schlafen wir eine Nacht drüber.
part72	Donnerstag um acht	Hättest du Lust, diese Woche mal wieder essen zu gehen?
part72	Donnerstag um acht	Sehr gern. Geht bei dir Donnerstag?
part72	Donnerstag um acht	Donnerstag ja, aber ich kann leider erst ab acht.
part72	Donnerstag um acht	Passt mir gut. Ich reserviere uns was und schreibe dir vorher noch kurz.
part72	Donnerstag um acht	Perfekt. Bis Donnerstag dann!
part78	Angeschlagen	Du siehst blass aus. Alles okay?
part78	Angeschlagen	Ich fühl mich total angeschlagen. Ich glaub, ich brüte was aus.
part78	Angeschlagen	Dann geh heim. Hast du was da? Tee, Ibu, Wärmflasche?
part78	Angeschlagen	Tee ja. Aber ich hab heute Nacht kein Auge zugemacht.
part78	Angeschlagen	Eben. Leg dich hin, ich sag den anderen Bescheid.
part79	Einfach mal zuhören	Du bist heute so still. Irgendwas stimmt doch nicht, oder?
part79	Einfach mal zuhören	Ach, ich weiß auch nicht. Irgendwie ist gerade alles viel.
part79	Einfach mal zuhören	Willst du reden, oder lieber abgelenkt werden?
part79	Einfach mal zuhören	Ehrlich gesagt: im Moment lieber nur reden.
part79	Einfach mal zuhören	Dann höre ich zu. Lass dir Zeit, Geduld habe ich genug.
part100	Nach der Ausbildung	Wie lange dauert deine Ausbildung eigentlich noch?
part100	Nach der Ausbildung	Noch ein Jahr. Danach will ich vielleicht noch studieren.
part100	Nach der Ausbildung	An der Universität hier, oder woanders?
part100	Nach der Ausbildung	Am liebsten an der Hochschule in Köln. Der Kurs dort soll sehr gut sein.
part100	Nach der Ausbildung	Dann lies schon mal fleißig. Die nehmen nicht jeden.
part103	Es hat geklappt	Und? Hat es mit der Wohnung geklappt?
part103	Es hat geklappt	Diesmal ist es mir gelungen! Ich habe gestern die Nachricht erhalten.
part103	Es hat geklappt	Wie schön! Und wie viel Fläche hat sie?
part103	Es hat geklappt	Drei Zimmer, und der Keller gehört auch dazu.
part103	Es hat geklappt	Das scheint mir ein sehr guter Fang. Du siehst richtig glücklich aus.
part104	Der Vergleich lohnt sich	Warum kaufst du hier? Der Laden an der Ecke ist doch näher.
part104	Der Vergleich lohnt sich	Stimmt, aber die Auswahl hier ist wirklich groß.
part104	Der Vergleich lohnt sich	Und die Preise?
part104	Der Vergleich lohnt sich	Im Vergleich ziemlich günstig. Zusätzlich ist sonntags geöffnet.
part104	Der Vergleich lohnt sich	Das ist allerdings ein wesentlicher Unterschied.
part105	Der Anspruch auf Beratung	Guten Tag, ich brauche Unterstützung bei einem Antrag. Wo finde ich die Beratung?
part105	Der Anspruch auf Beratung	Hier. Welche Voraussetzungen Sie erfüllen müssen, steht in diesem Heft.
part105	Der Anspruch auf Beratung	Habe ich auch Anspruch auf einen Termin zur Beratung vor Ort?
part105	Der Anspruch auf Beratung	Ja. Füllen Sie das Formular vollständig aus und bringen Sie Ihre Unterlagen mit.
part105	Der Anspruch auf Beratung	Danke für den Hinweis. Das Gebäude hier am Bahnhof, richtig?
part110	Zwei Sichtweisen	Wie hat sie eigentlich auf die Absage reagiert?
part110	Zwei Sichtweisen	Erstaunlich ruhig. Aus meiner Sicht war das kein Problem für sie.
part110	Zwei Sichtweisen	Das würde ich anders sehen. Sie hatte sich sehr darauf gefreut.
part110	Zwei Sichtweisen	Kann ich nachvollziehen. Ich möchte nur betonen: Es war ihre Entscheidung.
part110	Zwei Sichtweisen	Da hast du völlig recht. Bei Gelegenheit frage ich sie einfach selbst.
part113	Der Ausflug zum See	Sollen wir am Samstag an den See? Die Saison fängt doch jetzt an.
part113	Der Ausflug zum See	Es soll aber örtlich Gewitter geben.
part113	Der Ausflug zum See	Nur am Nachmittag. Vormittags waren wir letztes Mal fast allein dort.
part113	Der Ausflug zum See	Gut. Aber der See ist an einer Stelle ziemlich tief, denk an die Kinder.
part113	Der Ausflug zum See	Wir bleiben nah am Ufer. Und bei Regen ist das Auto nur zehn Minuten entfernt.
part380	Mal sehen, ob das Wetter hält	Kommst du morgen mit zum Flohmarkt?
part380	Mal sehen, ob das Wetter hält	Kann sein. Kommt drauf an, wie viel Zeit wir haben.
part380	Mal sehen, ob das Wetter hält	Wir fahren früh los. Mal sehen, ob das Wetter hält.
part380	Mal sehen, ob das Wetter hält	Ich weiß nicht, ob ich das schaffe. Ich sage dir heute Abend Bescheid.
part380	Mal sehen, ob das Wetter hält	Gut. Und keine Ahnung, wo mein Schlüssel ist — such du schon mal deinen.
part73	Die Übergabe vor dem Urlaub	Bevor ich in den Urlaub gehe, machen wir noch die Übergabe.
part73	Die Übergabe vor dem Urlaub	Gut. Wer macht deine Vertretung, während du weg bist?
part73	Die Übergabe vor dem Urlaub	Der Kollege aus dem Büro nebenan, der hat noch Puffer.
part73	Die Übergabe vor dem Urlaub	Und dein Resturlaub? Der ist sonst einfach weg.
part73	Die Übergabe vor dem Urlaub	Schon eingetragen. Ab morgen habe ich Feierabend.
part74	Schlechter Empfang	Hallo, hörst du mich? Der Empfang im Keller ist eine Katastrophe.
part74	Schlechter Empfang	Halb. Bei dir hat es die ganze Zeit gerauscht.
part74	Schlechter Empfang	Ich gehe mal rauf ans Fenster. Hörst du mich jetzt besser?
part74	Schlechter Empfang	Ja, viel besser. Warum bist du vorhin nicht rangegangen?
part74	Schlechter Empfang	Dein Anruf ist direkt auf die Mailbox gegangen, sorry.
part75	Der Zug fällt aus	Entschuldigung, mein Zug fällt aus. Wie komme ich heute noch nach Köln?
part75	Der Zug fällt aus	Es gibt einen Ersatzbus, der fährt in zehn Minuten vor dem Bahnhof ab.
part75	Der Zug fällt aus	Und erreiche ich damit meinen Anschlusszug?
part75	Der Zug fällt aus	Das wird knapp. Ab sechzig Minuten Verspätung kriegen Sie aber Geld zurück.
part75	Der Zug fällt aus	Gut zu wissen. Dann fülle ich nachher gleich das Formular für die Verspätung aus.
part77	Der Umtausch ohne Bon	Guten Tag, ich möchte das hier umtauschen. Da fehlt eine Schraube.
part77	Der Umtausch ohne Bon	Haben Sie den Bon dabei?
part77	Der Umtausch ohne Bon	Nein, aber ich habe mit Karte bezahlt. Sie sehen das sicher im System.
part77	Der Umtausch ohne Bon	Moment, ich schaue nach ... ja, hier ist es. Möchten Sie das Geld zurück?
part77	Der Umtausch ohne Bon	Lieber ein neues Gerät, wenn Sie hinten noch eins im Lager haben.
part80	Der Neue im Haus	Hallo, ich bin der Neue aus dem dritten Stock.
part80	Der Neue im Haus	Ah, willkommen im Haus! Schon richtig angekommen?
part80	Der Neue im Haus	Fast. Eine Frage: Wann stellt man hier die Tonnen raus?
part80	Der Neue im Haus	Immer montags. Und nach zehn bitte leise, die Wände sind dünn.
part80	Der Neue im Haus	Versprochen. Wenn was ist, klingeln Sie einfach bei mir.
part81	Kein Wort über die Serie	Guckst du die Serie auch? Alle reden davon.
part81	Kein Wort über die Serie	Ja, aber kein Wort — ich bin erst bei der zweiten Folge.
part81	Kein Wort über die Serie	Okay, ich sage nichts. Ich schicke dir nachher das Meme dazu.
part81	Kein Wort über die Serie	Bitte nicht in den Gruppenchat, da liest es sonst jeder.
part81	Kein Wort über die Serie	Gut. Und lade vorher dein Handy, sonst bist du gleich wieder raus.
part82	Omas Neunzigster	Kommst du am Sonntag zur Familienfeier? Oma wird neunzig.
part82	Omas Neunzigster	Klar. Und die ganze Verwandtschaft reist wieder an, nehme ich an?
